time,vxt_p0,vyt_p0,vzt_p0,vxt_p1,vyt_p1,vzt_p1,vxt_p2,vyt_p2,vzt_p2,vxt_p3,vyt_p3,vzt_p3,vxt_p4,vyt_p4,vzt_p4,vxt_p5,vyt_p5,vzt_p5
3.5,-8.772277537844008,-1.1897729585824004,0.25987087483029087,-11.677233945884847,1.3387157309509774,-1.9190412776160966,-11.573198200747703,-0.9879647639442629,1.3037598378104625,-11.41034543782057,-1.865557386908946,-1.8262482993248264,-10.136059967740584,1.7286624260153451,-1.102456005062528,-13.199328564289976,0.5438607723045739,1.1823754955362116
3.75,-9.347104925358167,-2.018560660325856,0.8443383856094525,-12.00773891677538,1.6564972620420535,-1.6970531902376844,-10.689639514394413,-0.5377755880782289,0.5362446587275809,-11.984661105409304,-2.045848280404492,-1.7450431693183477,-9.91393307484377,2.204479487740006,-0.33857265131809533,-13.326729036690201,1.5029984715896056,0.9875029422117609
4.0,-9.907150363681394,-0.8808305806564419,1.06399808372645,-12.649545042757781,2.0644816008919884,-1.3911424304909066,-10.578249660517393,0.4861293545899529,0.659586547913753,-12.042872475821534,-1.6446174264808977,-1.073107466896358,-10.667264523900007,2.2708405726416356,0.23151918104515692,-12.850489891578501,1.4861449575094174,0.41392972093888597
4.25,-9.747530617724887,-0.3323083450945319,0.5714086300246709,-13.118352053985202,0.9340242497111392,-0.5233795827689725,-10.352842661001729,0.19983530539455296,1.2099527450235497,-11.650881584389788,-1.0578191767000193,-0.27350591334904495,-11.11257072000972,2.1552731356644985,0.008169215237237182,-13.487037057376714,0.9382366544180837,0.27525248986336454
4.5,-9.085396657533183,-0.6230759897173548,-1.4216716555938849,-13.36983710800294,1.7419468391260682,-0.3552319062512275,-9.320178277282873,-0.1617448546299072,1.4982355827157219,-10.90065964065495,-0.9640116033580686,-0.0023844757255993,-10.575850765662105,2.197438109870608,0.5186454934614946,-14.416874202916024,0.9192132511700902,-0.20962128494586899
4.75,-8.60537963192899,0.11301315366096133,-0.9875711590782231,-13.241741005818554,2.765843782905922,0.5344707756161186,-10.265431004333745,0.7008826659343067,0.7473263346457615,-11.862735265616749,-1.2828715717794432,-0.48807848226071215,-11.014087969029333,2.224316244474229,0.7992827576547867,-13.447811040458177,0.19143081567316858,-0.43712229341997877
5.0,-8.541820295799681,1.2949033228180589,-0.7832588291137471,-13.688675382239573,1.603202045296682,2.0746413831410315,-11.659919327949812,0.06589997868185837,0.40732949240304195,-11.410869610707131,-0.8801670878669137,-0.8653766692817902,-11.575787429575408,1.895998852276209,0.8437869300738637,-13.539923001904409,-0.029294759558191278,-0.0186008505458356
5.25,-9.638396150604631,-0.34269484159405494,0.15614461013636227,-13.624642034659278,0.9884959672304567,1.2956348214142006,-10.697093992128854,0.5872157963150499,0.9756452109810004,-12.050532676641064,-1.4586811652738705,-0.6787664339183398,-12.19285630283647,2.0315847311132567,1.8962794189722896,-13.967199594502757,0.10344001876667132,-0.08641377835921739
5.5,-10.621874287906875,-0.8070681472584333,0.6575524178655017,-13.885090951809968,-0.06118969167057617,0.791959740752031,-11.29793287026796,1.0975590179413897,0.5755364363584894,-12.824942678450814,0.056341417973148435,-0.46172293174504153,-11.721207743510158,2.46350483774083,1.422826536426077,-13.38740614751767,0.163852588604102,0.17656047601077532
5.75,-10.721294275732369,-1.077322959773356,1.0283906572484594,-14.525313591280318,-0.5298351841233876,0.7256408248555706,-12.565600852146614,0.8724206437720674,0.3527414370784543,-14.158554239938438,0.09442603999614309,-0.5361330142371533,-11.348647601256602,2.7631817823698355,0.920628279858657,-12.337039266215406,0.5199188380693427,0.3274602381728293
6.0,-11.653114206693697,0.5659740592152779,0.0908315152629322,-14.207257914096372,-0.4897478865361381,0.640316645758278,-14.045858850064183,0.31665354001309304,-0.29633889775751837,-13.222398544507488,-0.6030991603313706,0.2006018533054027,-11.204418466403403,2.8402036504209605,0.14446083518561928,-13.497266603947093,1.2014388204885147,0.4662759606740927
6.25,-10.978682202845038,-0.7419982054186443,-0.8731298307800904,-13.630276955458502,1.0570738700541884,0.4358184359943129,-14.07278126707224,-0.7562556970122982,0.9894450580667185,-13.165107312384697,-0.06191205584388038,0.12099341487409754,-10.954451946837288,3.1571304919771315,-0.299223808950282,-13.79976587470916,1.7361034024216677,0.9588820106794967
6.5,-10.36120115521795,-2.3894815096394577,-0.5780606688152632,-12.982394814606437,2.396100545416954,0.566532647234381,-14.028414450881453,-0.24428314916560767,1.858739147640586,-13.450899383280797,-0.2621387436300765,0.42124103328741747,-11.34873612313511,2.876697113802501,0.7156864595868162,-13.445234442546298,1.3315735195779974,0.9988427549313427
6.75,-9.673970741651758,-1.2468279519780725,-0.7404220916911016,-12.826808126443305,2.366940495814735,1.0688405034091826,-13.402853449497112,0.19446145150679986,1.9488264852027668,-13.621790305603882,-0.21118879771598786,0.4430244910954395,-11.740931890299903,2.445532122030387,1.0760998036295732,-13.899477415563391,1.1961731252164078,0.7015147756293951
7.0,-9.686562408281588,-2.019081828727449,0.49484588954397357,-12.345846046387972,2.2006397597282534,0.8447346561949713,-13.022196872813927,0.4872917387361501,1.37234715948807,-12.435129263163986,-1.4534598870429873,-0.0676684960913603,-11.231151191103415,2.21306541284037,0.8652431263565797,-13.438887185940178,1.2557943124253974,0.3236148594131198
7.25,-10.034569867691687,-1.7294660023455886,1.278281825923114,-12.269795588057999,2.233904184597357,0.4726474059075366,-12.445713416374641,1.2194372389147348,1.2485476033498735,-13.23840343048953,-1.7958466554946277,-0.644966165231454,-11.345128023375477,1.8675880464996202,0.7035690757278685,-13.195405755280818,1.1616730517163079,0.23731920158044797
7.5,-10.009811238815495,-2.1968103143037645,1.3158024849651684,-12.659810345546035,2.087380248568101,0.6310633733302058,-12.332080926345366,1.891446268462405,-0.11978694971234584,-13.554044888513658,-1.401009001470708,-0.1636892750215806,-11.776832358471431,2.1402037900071855,1.27594689322276,-12.345736459531649,1.169211822732566,-0.03798668261527872
7.75,-10.526267860268277,-2.0604761854318605,0.5107970944724873,-12.274714398047063,0.942752328024234,0.697892082950432,-12.616662569739306,1.3206919106364898,-0.2715549889557217,-13.599542572257102,-0.9838235896099088,-0.40830546814768387,-11.718139481099792,0.7776575073676416,0.6123971932202699,-11.430417454107179,1.2925650492387906,0.18513726347433768
8.0,-10.002496370332942,-0.8612540383352592,-0.22080589025647013,-13.07414399032599,-0.02057090340687773,0.5407945337659923,-12.861103387566565,1.431429522311967,-0.676040526380546,-13.552902547953538,0.19816225302923673,-0.35080285345445206,-11.695755037789002,0.5720334267229344,1.1012027785917016,-12.512038468755334,0.9700634289416353,-0.35434660417727126
8.25,-10.017977611961694,-0.8122238024385392,-0.7484535992390353,-13.700708979852173,0.6824239144738403,1.1305573634240944,-12.351490649530065,1.0032748238299873,-1.4254778621867823,-14.108821231662578,-0.38316514831596415,-0.42143741513184974,-10.889779284045588,0.5797137400807106,1.210159626431867,-12.212241968373032,0.6751644334043023,-0.2136068567166228
8.5,-10.891850173962121,-1.6081225760551583,-0.6393064909688517,-13.502912530772154,-0.45297326988670383,1.5779447981284394,-11.98508992919903,1.4752107199715767,-1.295559017914325,-13.80637703788259,0.38058944748486623,-0.38690702206009414,-10.513723389083832,0.6463423629083175,1.5200901302471101,-12.018114577814396,1.750640044108397,-0.24576219767490687
8.75,-11.254051888849107,-2.2835018989918296,-1.267005819206107,-13.138360494756434,-0.6506896804098455,1.2874213850638698,-12.484364463414265,1.3798208160116736,-0.9357996420390033,-12.793360523796174,0.9922298597537971,-0.8108597950629277,-11.70843573490599,0.47606652510763364,0.8610218120997843,-12.541567054135626,2.2154991809406135,-0.2958612147268484
9.0,-11.115846598935367,-0.859283094037644,-0.24200655350859548,-12.33117832922359,-0.3332395489958111,0.5764810893398629,-12.893779528203295,0.8347941001009508,-0.06613086236247415,-12.047885307200689,0.7654350924407922,-0.9432579546152887,-12.29444347548755,-0.03647769827217085,0.8912026366507123,-12.270936472323209,1.3189959994719296,-0.021944098168379476
9.25,-12.14454479618287,-0.4476909350032652,-0.9196140268004608,-12.609655469502886,-0.13362210961018806,0.07135550207722907,-12.874976248088194,0.6094168787680307,0.09305291734953874,-12.226142600656184,1.8247164142140202,-0.9220549858812569,-12.85433263615142,0.3552219018679177,1.6506983728058353,-12.028181437585596,0.029459445883204153,0.25190621823045234
9.5,-11.699934812001988,0.8603260062373921,-0.8317602667891871,-12.635635271326322,-1.3234707511184896,-0.8884722965135048,-13.94127695035003,0.4319630669644099,-0.11507238705841634,-12.499017443010482,0.9440940766823731,-1.725522644734946,-12.31950561299939,-0.3803253158906792,1.1439898380000342,-11.629803051351614,0.03329499237333022,0.17521694595357176
9.75,-10.735492457102168,0.0026930568314167402,0.2635684628562151,-12.508943784470347,-1.7619744283157792,-1.1124082405755324,-13.60788118272495,0.6022781086582172,-0.6328170943814279,-12.42269556331184,-0.09765379100192441,-2.15218567503039,-12.924219090145,0.06925042146264881,1.2132579119217524,-12.496250051969843,0.0017777018993667684,-0.5796853509369115
10.0,-11.040744805163637,0.03303300086318972,-0.780872856898874,-12.69121965472275,-0.9172136522219544,-0.6230832178041693,-13.958975814726696,0.9774004236632424,0.38074141370619424,-13.1758683624526,0.6335996906903311,-2.27223259752699,-12.817856027327405,-0.29310235386039274,0.8268856343003659,-12.552267622111687,-0.4563478780963722,-0.6837923285122273
10.25,-12.457210589979741,0.2483601560390798,-0.6296980398245484,-13.821309933953,0.9453326452552467,-0.9344949310310998,-14.097344665277497,0.6105247840374002,0.025537906373790553,-13.205947114864866,-0.2182227176863547,-2.759057107524577,-12.330916200179615,-0.8925451231837036,1.3548950116484362,-13.076931202128778,0.18229263527654974,-1.3110135734327348
10.5,-12.675107058363107,0.18857891965017903,-0.6427936368224579,-13.924405833206533,0.2550686629145139,-0.3744275445671677,-13.771459568364708,-0.19678660190721378,-0.04523425133640125,-12.649007247413055,0.07075344321249477,-2.3524419160494316,-11.61746156179542,-0.9338583817751562,1.4239522711217416,-12.94492689111349,0.5763138315244105,-1.6353999263731485
10.75,-12.1987804370712,-0.8247799039721943,-0.18761117631728916,-13.885376794758175,0.7939806141665,-0.38365739015773936,-13.818890224420723,0.8675500522480665,0.9733685619326069,-12.35106620702835,-0.46931918034688,-2.0921409273660174,-11.525355591293131,0.006119014752191065,2.088685618469291,-11.665302754744427,0.0901921059870024,-1.7623315938694992
11.0,-10.548133579609612,0.2706438141803126,-0.5273234518904097,-14.494891245804766,-0.5010137787580855,0.8976056153638301,-13.45446977717459,1.1713901957411086,0.21892095846943388,-12.268015780729186,-0.16947185571325374,-1.8452557519761483,-11.544599520659029,0.8338127456717331,2.0758130765258187,-12.056779815529316,-0.5666410111453843,-1.9115983194084616
11.25,-11.288776347060294,-0.23241514323433754,-0.956588117046643,-14.113511454064803,-0.48163196223463517,0.901250125816743,-14.660901823721451,1.8488863629212136,0.2647028155331377,-11.92670500664112,-0.29400778830411145,-0.8837284959114139,-11.378209796195009,0.19797220805900503,1.9329782784994174,-12.141275802136677,-0.6426855321308382,-1.3405829643804095
11.5,-10.883743036311285,2.0210407681772145,-0.46697888679135774,-13.247546334766362,-0.5346648947851078,0.3952097751221347,-14.642650385587295,0.8039924181757058,0.0017181768310824685,-12.072040383044587,0.10544632522118236,-0.562108334563387,-11.325892181439063,0.5431916350684279,2.452560315934892,-12.020470591846339,-0.77408394697496,-0.25015240384653936
11.75,-9.865296275744404,1.8871840781891156,-1.6909174788885084,-13.707729679079392,-0.732724138047783,1.3888985085439307,-14.772937345246966,1.1146156414792978,0.7856300999341934,-11.793425141912156,0.1643954264707174,-1.0963087612232698,-11.151902393207957,0.33255458253379994,2.408876886959963,-12.641127075708331,0.36628892686174164,0.09217414464765177
12.0,-8.902147672710798,0.6376181344886959,-1.7019775877940364,-12.709097058004954,-0.16263724144472955,0.9193398084810075,-14.37721526377219,1.790572206945514,1.4867630969364558,-11.671970174019936,0.10305840267633011,-0.9970478179897828,-11.999015179899043,-0.47861243316879193,2.0839193868762087,-12.33830252545784,0.49680591875065544,0.40102826288672794
12.25,-9.097443213952507,0.7072744908626204,0.7894894013410274,-13.470973269226432,0.42526817451462423,0.5143237198253924,-15.490320757159687,1.3638047256790298,1.44744320912793,-11.752799512399251,0.3623983714731675,-0.8480341787841846,-11.64454925967941,-0.2501201970639242,2.384881342648984,-12.25719153857656,-0.5348216594273858,-0.5185003699733151
12.5,-9.915944977021008,0.6054654443993497,0.7397656674975924,-13.30655560410654,0.4539771384149388,0.8391822401780107,-16.013565004127585,0.8352228818797388,1.481958013330464,-11.450891557461564,0.9757768324298596,-0.5835265182249834,-12.431870893493628,-0.0714492950381841,2.6700514074214743,-12.866082671019548,-0.5601182830235475,-0.46165963411578664
12.75,-9.215092958958152,1.4749179266523325,1.350434325508067,-12.807201734036138,0.09115669549976511,1.7778954616941474,-16.192259204194336,0.2694350482321669,1.2449512050633134,-11.693775295355614,0.36756074430081365,-0.421440983953614,-13.37878867921453,0.3012670894946136,2.5300468444154105,-12.432236002412315,-1.0793467815103368,-0.15247895845660797
13.0,-8.89518078393208,0.4285529499349794,1.3338109847373774,-12.222466203856104,-0.39183923836772905,1.434014628899365,-15.308929604895834,-0.13588728816678847,1.0342592357793996,-11.564627885411968,0.06405665773037394,-0.978331601968865,-13.31092347291866,-0.30786057751968565,2.9610741064421475,-12.547135553176881,-0.1357094430085118,0.3537878161758716
13.25,-9.58397298192891,1.142632239127255,0.9461279468478222,-11.923984719378492,-0.30609238571739,1.9178158464885369,-15.431816914027298,-0.2039573730223703,1.2498483550068642,-11.694169942353632,-0.10080993166302205,-0.8332687919422977,-13.101668476311335,-0.6115400270046315,2.2815290551473932,-13.231587985279987,-0.6783206044763137,0.2807350486637122
13.5,-9.425889942334534,-0.5325726363851755,-0.3361204167101145,-12.254512291540266,-0.5682341549229883,1.598032922651579,-15.341130360313734,-1.0168945123240816,1.127914011131217,-11.59803647651932,1.445027255134554,-1.3090989104134119,-12.815752219118378,-0.7682427236139753,2.263269035282942,-11.885917498476038,-0.44624332120980126,-0.2594080038948987
13.75,-10.270942761192984,-1.6806099975115931,-1.020613789388498,-12.724141588527221,-1.1044211035918434,1.349807707598685,-14.378740599760377,-0.652111735602067,0.9055686817198634,-11.55286419338393,1.637408511499335,-0.8131853956883232,-11.946278905102698,-1.2202286421240327,1.2516281119083554,-11.796974347857757,-0.39801490676400086,-0.5057764649923961
14.0,-11.595421285981395,-2.050749885026374,-1.6180229925874157,-13.494687439236316,-0.887530976458216,1.5218982788805882,-14.387060314773727,-0.23274678739616353,0.2122153090637786,-11.305496151605931,1.8374648482390188,-0.8412578875119537,-12.220865816661142,-1.2770158422506297,1.4330922204801475,-12.294597071020076,-0.7773988691348073,-0.6892329749866746
14.25,-10.292945962307055,-2.0910654102740223,-2.1467350281193305,-13.293101127533403,-0.4091980984423884,0.6872519720236541,-14.523279055523933,-0.22691498360002527,-0.11648418808057179,-11.68970808269733,1.6976272096283265,-0.4548158438161983,-13.487301467898313,-0.6363574868207104,0.7464877727837838,-11.581732367328652,-1.2208990890903033,-1.2744670329937344
14.5,-9.880790621860012,-1.9071645751606292,0.6007954015869783,-12.969917249007743,1.063395724814464,1.1279445360032538,-15.097123748254393,-0.6361606691927246,0.20970830090411183,-12.630320015146582,1.7276011842776722,0.1623953436486664,-12.728943182068061,-0.4571347311457105,0.8656522645307244,-12.299873345365842,-0.5751831592833242,-0.43856656368651076
14.75,-9.464620923185983,-1.6643107851000543,0.67952100185923,-12.439893692248074,2.319782351588804,1.5735271313352521,-14.840975864828991,-0.5348000557343588,0.48003078363544777,-12.829543292192092,1.0888471094815755,-0.3217575036247012,-12.693113173620453,-0.25636785514387994,0.5712102766656286,-12.8710694590342,-0.9303751226032299,-0.08588685630946359
15.0,-9.516262745080748,-2.401321729652458,-0.8958135451365284,-11.960333768844755,2.4736344568123214,0.7871776530130558,-14.443267362580555,-0.14110998514932893,-0.3372473005224491,-12.923933188743126,1.506734714035878,-0.40509997439450945,-12.001192925109248,-0.1896529919109657,0.4331549553704571,-13.069840652218167,-1.2456712233456693,-0.4750857864830157
15.25,-10.635884809318268,-3.2508915973659347,-0.8042241779641289,-11.089560468125478,2.2251847693201228,0.35146874981432097,-13.497762549266481,0.7038722800371998,-0.12697884305012697,-12.216466120577408,0.4217201031132212,-0.35500942139244784,-13.060773885115122,0.4759220445174347,0.09148769271541868,-12.891567462593017,-1.0626727522565211,-0.6015680358262488
15.5,-10.642019113840755,-3.686858247004072,0.4108230868848214,-11.371888714703713,1.6109171535834461,0.6233798605032133,-12.387124293043087,0.5541834090729448,0.8913203278525924,-12.168691486013998,0.44990944551645884,-0.4460474100547476,-13.888099144783641,0.28707878176334756,-0.4776504824509423,-12.450580817105335,-1.2424422751047632,-0.5742360959259769
15.75,-9.86322351781177,-3.1146048116527023,0.4301849587966421,-11.054826459164548,1.6235473808255574,0.5529854981661133,-11.302085718200418,0.5298147435083207,0.08072362721517945,-11.411147612631442,0.07926257740108777,-0.1634967823418977,-13.447792306219,0.130592052689754,0.36849414372331624,-12.016133538734216,-0.904086425644355,-0.6556874201125862
16.0,-9.194936261186424,-2.757444511944895,0.3642936650199068,-12.096167130135605,1.8474935961406873,0.2829355643348484,-12.122140038533889,0.026556219389396896,0.6826848924885525,-11.68642363495359,0.20986667504907033,0.3994569459274119,-13.162039293255605,0.6153515707515524,0.5653747163567454,-11.437579288906202,-1.1103219080248368,-0.7178542580473927
16.25,-9.537760184124814,-2.7824801087202222,0.8285602663063215,-13.466294060952535,1.0856922517797083,-0.9383418569116511,-12.676001516351246,0.26333693281146875,1.0631315315331349,-12.148325595610423,-0.2896213979781408,0.1465051692967407,-13.8990333940256,0.188077266198159,0.011101617578408884,-11.929990560280615,-1.188879096837417,-0.09609916303422289
16.5,-9.920273849302859,-2.173086367803387,1.2179199812506876,-12.923583804131333,1.4970232583104859,-0.6553823165989281,-12.592560606555656,-0.04014273607728569,0.9980863403710298,-13.188569395081707,0.09699282972225554,0.9988522269708899,-13.950127480223248,0.289906933431444,-0.846256330219789,-12.48891457874896,-1.296961131070448,0.4563800193380489
16.75,-10.113130796994625,-0.7799331050885563,0.8151193487283328,-13.281237921379635,1.61758649365022,-0.9375489670573058,-13.001589250992158,0.3688911070029408,0.32027042617907864,-13.16962641419715,0.23478677321775102,1.010457638237507,-13.533151948975746,0.015088926770910005,-1.1439668221617285,-12.896965737439263,-1.5947605433542518,0.2891167065735304
17.0,-9.351897688360506,-1.3058824283913015,0.18360189984741454,-13.150607272248951,0.983948163679479,0.3404596494905868,-12.77493895881947,0.6074362772462465,-0.2977494752971439,-12.594392503145533,0.3323119818883365,-0.2545392810897445,-13.085625791310532,1.0189664921126365,-1.4522576028949532,-13.090048505765198,-2.4049460997272614,0.049140832553102864
17.25,-8.777417639052599,-1.4481051761558588,-0.9293234852843894,-11.734786481863768,0.5251165254852517,0.7663332746377207,-12.935378834686087,1.0627896446324177,-0.01723978681012639,-12.69171844335233,1.4298627485376378,-0.39075185479088215,-13.4517221025523,0.5007121246549733,-1.1039161705168365,-13.193917922766602,-2.6323784848490908,-0.5167434880481777
17.5,-8.730533006988969,-0.34528131999604006,0.7630680511884175,-10.936970922562017,-0.6779249937854392,0.679005037095314,-12.605531230055739,-0.3558937749840697,-0.5969280308009267,-12.071119534555724,1.6980681261762336,-1.4175159499065224,-13.391030719569784,1.0806163517904535,-1.0538583709980673,-13.66699712590781,-1.1958872703913477,-0.02207100880860413
17.75,-8.296957857190165,0.365697786333172,-0.458008776027944,-10.957854410045893,0.06083052755870478,1.012869924799539,-13.225521074486094,0.6114802448086204,-0.8390445515879569,-11.676243696968843,0.13842774956574933,-1.911018044287547,-14.148055325164929,1.1347256847398386,-1.3448315730565248,-13.470022493521844,-0.7956561075497571,0.5584907767806331
18.0,-7.831035900766267,0.9406576613524877,0.4135447020897538,-10.686236619680315,0.4815752047232898,0.73740829604981,-13.409559233191374,1.1767259748104333,-1.2297406133642663,-12.101308567351783,-0.10921840567932484,-1.3489537308510844,-14.542303873052518,0.6283525249540006,-1.3203417499650683,-12.697358665069048,-2.2924822395656617,0.2614017003607171
18.25,-8.322848864016526,1.8526938475949042,0.08687943643468181,-10.628559642307366,0.12927362372621864,0.14199172833718932,-13.184255968182821,0.6637669284176012,-1.0313838476586885,-12.577712345139538,-0.23107737809551887,-0.4747199076848218,-14.768566113231998,-0.5466912226977269,-0.79221041879765,-12.502676887719842,-2.181732756310886,-0.5600022238636821
18.5,-7.506986541476124,0.7927400344549039,0.9261000797849306,-10.376361055865127,0.6429797304704751,0.41629290880590597,-12.672718109394827,0.7557680513238294,-1.7565076982082155,-11.955423560743707,0.06090207641370737,-0.5298907526427757,-14.43641572805804,-0.6627308112048826,-0.4308837816016854,-12.26065733169351,-1.0298648291259291,-0.15788046623979074
18.75,-7.684525494190332,1.7190914583629175,0.39256631342243825,-10.469067729042031,0.4532638578308187,1.029769668215348,-13.54727862429637,1.4044093518916132,-2.0191872771007784,-11.006434328883946,0.5814471248338948,-1.1572018109871283,-14.601399213722324,-0.5574626251498798,-1.367429949066428,-12.005659409438614,-0.7374089204092876,-0.3587189563405337
19.0,-7.9696621592059715,0.43417296098022695,-0.5295893595268383,-10.88452488277686,0.20108554144494642,0.38080490913293874,-13.774317099584662,0.8280363225089686,-1.2704713455249386,-10.930641481687484,0.7694146774909372,-0.2437898737048652,-14.78402011199148,-0.6048307027338361,-1.485165247284315,-11.44315024032512,-1.4440285472711012,-0.12802894597126857
19.25,-8.35182509132225,1.2905968493358713,-0.5363785805891265,-11.857027414801323,-0.1582638825856977,0.9563355044770585,-12.909136061414515,0.2970531601436086,-1.4974834675344084,-10.748715320190216,0.5717718140372046,-0.3499239371530417,-14.552911324354183,-0.984549651607224,-0.5099135750565671,-11.396287400906786,-1.7986768278283112,-0.3566650838947303
19.5,-8.205199713129927,1.3961333600813368,0.6557342551302444,-11.842802992053004,0.020602181071498697,0.6169288592592488,-12.229533853581282,0.12365065815344435,-1.2760264231149003,-11.432605286712315,1.939335091904439,-0.36340609302700266,-14.508990781232637,-1.064313120993777,-0.5754418399268397,-10.878200047210566,-1.9559578663679973,-0.8081210142905438
19.75,-8.420483987967176,0.34207651212207996,0.811261630120102,-11.321297407152642,0.04625675030814059,0.4210849842419634,-12.289343768325985,-0.14084432526312687,-1.530676074661431,-12.22817404161784,1.989379457100105,-0.5246353363072589,-14.694870210644563,-1.2784809883124995,-0.9606860007861868,-11.747204763226904,-2.458115096559126,-0.6590134153666228
